sales_commission_code,discount_amount,discount_id
lhe-106005,0.0,dis_74b0ce46-d45a-408d-9dd1-42d60a7cbc70
\N,364.98,dis_3bd26aaf-68d2-4ce1-9464-8ffbfcf85095
\N,135.02,dis_b7db9c63-f8f6-4ed2-bd46-91c8a6f7e259
\N,333.19,dis_79c605c2-cee6-475c-b730-3112d51f5005
R-MUX-104670,0.0,dis_28e69ae5-3f0f-4db7-bf67-40b053dff3a3
88776655,0.0,dis_c7e06eaf-ab24-4264-98b9-248a2875b720
\N,943.9,dis_ae155b7c-b1f6-4092-9185-8bcd5f8b4701
\N,56.1,dis_a6024a25-f827-41d7-9ae7-ca5260d8af51
\N,912.7,dis_33978b73-87ff-4cea-82b1-69d8e3e3256a
\N,87.3,dis_1605bd19-2298-4db5-97b1-a4c7306c7320
\N,932.3,dis_752f1f56-a093-492e-bde5-62e853f3e209
\N,67.7,dis_1d378567-b7ec-42f4-b96f-a167d8efe7c3
\N,937.6,dis_29a0dca9-4d84-4456-824b-0c61938a8bcb
\N,62.4,dis_1508bc1e-1c2e-4266-8787-a9f016812a7d
\N,902.9,dis_139107fb-928c-45e4-9628-79b40e5ed42d
\N,97.1,dis_84b34f12-128f-4852-b583-5b3c353e16c9
\N,931.2,dis_3a8520e8-95ed-4d3a-92fb-dfa9f8c2c023
\N,907.7,dis_8ae406ba-429b-4268-8c2c-e50815d314d1
\N,92.3,dis_2b50a883-b3c2-445f-b2aa-a701a671dd69
\N,909.1,dis_00126205-d339-44c3-a427-a1ef7185e13c
\N,90.9,dis_ab549a24-4545-4fff-9486-9fcd3d00217d
\N,943.4,dis_5c8fcae0-ce2d-4c9f-861e-243dc7f52c99
\N,902.0,dis_346f23c7-0db3-4245-933f-e0e4169053b2
\N,938.8,dis_28ed1f9e-91e5-4393-92de-d03b2b262370
\N,958.7,dis_0e0618c7-8cdb-4473-98d2-b623c088ca65
\N,41.3,dis_954b8cc1-416d-4300-af0d-09a4479978b5
\N,946.5,dis_b739eb58-7e49-4119-9b2e-5582ef2388c6
\N,53.5,dis_389668d9-7fb0-4ec3-a102-e6dc0d045361
\N,905.5,dis_ec405237-2f00-41a3-8450-c4f5caf4cbf0
\N,94.5,dis_f749b0ee-50b2-4499-ba25-8c752ae53171
\N,925.2,dis_2ecb1d49-0df7-4e56-bb28-ba5ee89623a6
\N,74.8,dis_47a31407-9836-43a0-9a82-a1f09f5b5f34
\N,923.0,dis_b1096d13-1179-44eb-89cc-a1b36a95f730
\N,911.2,dis_3a4593c6-8809-4a2c-bc50-fa1c82defe8a
\N,893.9,dis_3c7e68be-4ffe-48f1-b447-345d51f6c436
\N,106.1,dis_8b368c1a-8bb6-42e9-80af-5faeef41e141
\N,58.9,dis_cb254b01-c543-43b0-acd7-36c658e5737b
\N,941.1,dis_a2376a2a-584f-4b96-9251-7cb423327ee2
\N,956.3,dis_8fa5bfe9-085d-4ec7-9819-2ec52c953080
\N,43.7,dis_1af32507-ff2c-4b18-bdb8-725e82304c2b
\N,931.9,dis_9214a68f-ee9d-4d83-b189-9c212558e365
\N,68.1,dis_bd2a61e8-6a22-4c6e-9324-f9aa205f05de
\N,950.5,dis_fad47951-0879-43bc-99cd-da89d5715bdb
\N,929.4,dis_10441244-a893-4efa-b15c-32a29f0dafbf
\N,70.6,dis_b2de9693-b859-420a-a388-5f873a8410c5
C-KHIW-43409,500.0,dis_41b0ab85-82cd-4733-982b-ef3d8245bab6
\N,479.75,dis_a866a47e-0eef-4bd9-a0ea-1982beebe66d
C-FSD-51499,0.0,dis_0b4ca7f6-2e7d-41ca-a20d-2fe84a396919
R SKZ 14862,0.0,dis_4623522d-941b-46ea-a621-831b435ab85c
R SKZ 45200,0.0,dis_3538a971-08ef-446b-98ec-a7307d633602
R SKZ 45236,0.0,dis_ebd0f691-ae21-460d-a974-9d2b83cf0f8d
R SKZ 45237,0.0,dis_39c530df-8651-4778-a63c-47b26547309e
R SKZ 45238,0.0,dis_90d78504-8819-4db8-904e-c95508264c0c
R SKZ 47335,0.0,dis_0ddf23fb-6083-4922-9f19-b9f1e1b8af8c
R SKZ 101415,0.0,dis_531be080-3c50-4e90-b00f-0ce85ec892dd
R SKZ 102436,0.0,dis_f5e1e81a-3800-4750-9a40-022ebcba4662
C-PEW-45744,0.0,dis_0818988a-b9f3-4b7e-b9c6-9de4a1fa3206
R SKZ 103432,0.0,dis_1a6e557e-b1c5-4f00-b3b8-6dc0e03fccbf
R SKZ 105890,0.0,dis_471dc801-2309-46a4-b602-35573e4144d2
R SKZ 105892,0.0,dis_abaf30c3-2177-4b44-8043-a244f31c9b39
R SKZ 30479,0.0,dis_bd6de8d4-1edb-44a3-ae2d-d73ce676893e
R SKZ 30478,0.0,dis_754bc01f-9093-45fc-9d43-d230d79aac06
R SKZ 31232,0.0,dis_d0ca2a90-8d73-40d9-b29e-74d5b6828dfd
R SKZ 40329,0.0,dis_ad556a25-2641-42f1-90a4-023ace66ed00
R SKZ 42824,0.0,dis_74e2e7a7-37d6-453d-8d4f-a5d8a8fd8c07
R SKZ 42116,0.0,dis_1d9e35be-b3a9-40b3-8b36-4ae9b22be445
R SKZ 102089,0.0,dis_3ec4923c-25e6-445c-870b-e5437e9f8c7f
R SKZ 106768,0.0,dis_d2a28458-95d7-47d2-b963-3c9ab2822fdb
R SKZ 106102,0.0,dis_0396f978-9762-44b3-989a-49f66e48620e
R SKZ 106105,0.0,dis_8b27afd1-e496-47f1-858b-f0c1e94f83e8
R SKZ 106130,0.0,dis_5ced0c5d-b48a-41a9-81ba-6c2e2505dd72
R SKZ 42243,0.0,dis_3043ec84-0215-4bb3-bd68-288960f30a16
R SKZ 42823,0.0,dis_99c0d663-0f00-4178-83f6-eb49d28e051f
R SKZ 43560,0.0,dis_bb6b665d-1252-4efa-af2e-8cc8f7f00b35
R SKZ 57042,0.0,dis_959c6dc0-14c5-4d89-8af7-075f091ebd8d
R SKZ 4414,0.0,dis_b380d3c8-fea5-4145-bfc9-c076907dd96f
MANIA1000,0.0,dis_7d335603-f245-4e43-891a-915349cc1caf
C - LHC - 40935,0.0,dis_d78f287f-3418-4759-8c7e-5523375051b8
cfsb42222,0.0,dis_5c18d511-9313-4883-96cb-97dd49008fce
LWH-R-104144,0.0,dis_a4c1180e-b7f9-4900-930a-b38a8fb33ee4
58181,0.0,dis_57b10946-45ab-4b50-b37e-3ee5a17b95b1
2233,0.0,dis_b1e35b6a-cc9b-4756-8030-0a7218f92145
cmux51985,0.0,dis_de7367f1-28eb-462d-8762-09f47491ef37
C-MUX-50375,0.0,dis_0a4bd288-fb07-4b84-9e9f-aa97a5756171
LWH-R-104417,0.0,dis_9e3de5bd-f838-41ce-bf93-f63d81d9b977
\N,1239.18,dis_becb579b-f65e-4672-859b-db72aa520d2c
\N,760.82,dis_fff276f6-dc4f-4f04-956b-e9ce9d046831
100137,0.0,dis_88612ed4-72c9-42b3-89fa-aef9039a5ac8
ISB 100711,0.0,dis_edd01927-1de4-48ef-8e49-04689c90a37e
C HDD 43854,0.0,dis_91a6096d-2e4b-467c-b8b8-4211c3a70891
C HDD 41135,0.0,dis_5e093c1c-145c-4874-8102-3bb03eb16258
C HDD 105165,0.0,dis_39fcc4a3-fd02-4b5b-80bf-f58c98344f08
C HDD 3400,0.0,dis_79c557c2-5ca9-4a20-83b5-525e09fb67c0
C-H-104429,0.0,dis_1e78a440-7ec5-4f00-a029-d74cdfdbe34f
C-isb- 31073,0.0,dis_1b3ead8e-9673-48c2-a46b-f76e2e8e283a
70101,0.0,dis_78b19d1f-915d-4de3-bee5-83f0b749b7cd
100832,0.0,dis_b33f9771-2f33-40e3-a0c1-048869b1dcab
cc-isb-102725,0.0,dis_53d547e3-ae9a-4ca7-a4a7-055188613cdc
C-KHE-101446,0.0,dis_3cf1f27a-6739-4f21-9155-d9f0deeab1f4
C-KHIW-102609,0.0,dis_28f66489-ff83-4609-b865-d9b62d0f9717
c-fsd-51275,0.0,dis_45128b3a-dedd-4487-ab5d-42342bdde4d0
45045,0.0,dis_30ba006c-e8e8-4434-b817-92dd651b6d61
3333780842,0.0,dis_326366a5-df2a-4933-981e-ee4e2db83281
105809,0.0,dis_363a81c7-a86b-43e0-affc-a7d6eb6a2b4d
25414,0.0,dis_287efa00-901d-4546-9b98-432ca81974ba
\N,141.98,dis_29d1a42b-a3d1-46c5-a44b-2e6db59b1eb8
\N,61.73,dis_bb72b205-1a60-4f26-898c-43cb01483f42
\N,59.35,dis_aab4b454-42c7-4b29-80d9-ad539912d9b4
3083052793,0.0,dis_f8d6cfdb-9ee9-4000-9844-6324ced892d9
c-khs-31122,0.0,dis_7a238f4f-fcec-4caf-bb72-c32786d78bd9
51029,0.0,dis_043a061c-3b03-427c-99bd-78bde4781afe
c-rwp-82432,0.0,dis_3967bb33-d70d-42b2-b1f2-e48ae6b7f2f2
c-rwp-2108,0.0,dis_ef52cc2d-8e86-4490-875c-c6c762cfc1e4
77210,0.0,dis_83c57055-319f-493d-963f-3756429e6784
C-PEW-102027,0.0,dis_539d483b-2d53-4ed3-94ec-c07c7eba8552
146556,0.0,dis_f46a1e12-dac7-422b-b0ae-6adb21efa118
1122125,0.0,dis_a36aee45-6dc9-4fb3-b680-a68367b1b206
7056,0.0,dis_f1764a37-4cbc-4eb5-bd47-27f087471364
LHW7909,0.0,dis_0ac094a7-4c1a-40ac-9011-efb37a4b6b52
c SKZ 47592,0.0,dis_5545dd42-b368-4897-ab72-419dcd81f02e
20142,0.0,dis_b996bb85-12cf-427e-9ecf-a7bf3ba3cb41
44979,0.0,dis_2b899b67-b32d-4246-9551-02420da31ecc
Walnut Sohan Halwa- 1Kg,0.0,dis_9a2c987b-3d93-490c-973e-d8c9c12cfc36
c-pew-45744,0.0,dis_eff16493-1f29-4178-99b9-3c9ecfb524b3
C-MUX34745,1000.0,dis_79f0609c-d03c-439d-8449-333bdf476b0b
c lhe 47423,0.0,dis_03faa8c8-40ae-41a2-b3d3-a7058e1a0c38
45575,0.0,dis_e1b1b7a2-10a9-40ce-8adc-75b2f2d73caa
10471,0.0,dis_bcc9f82a-b967-487b-9fcf-085aefd06695
c-mux 20153,0.0,dis_f2458176-7d85-4b68-8896-0654cdb74357
235,0.0,dis_020ff4ad-7396-41c7-aa5a-01104d57def1
C-FSD-100401,0.0,dis_b34976bb-c83b-43c3-8523-8832c8a149d0
C-FSD-100145,0.0,dis_03a17d1a-6bc0-467b-b153-73e864ea6333
r-khw-100669,0.0,dis_77226e3b-3755-487c-934c-f0550efe7cff
R-fsd 52352,0.0,dis_5a0fbf91-bd0f-4d08-92f3-a06775b25e3f
C-GUJRAT-31067,0.0,dis_d3c020af-862d-4a69-9022-0d58b6be6a73
C-RWP-45900,0.0,dis_5f236bcd-ed08-4401-a54d-4aacbbeda405
43560,0.0,dis_93ba0b33-6d87-4a25-8aeb-91e6618443aa
r-khs 90109,0.0,dis_1c76a053-0afe-4b97-ab15-e896ed65ea57
C-KHS-43176,0.0,dis_2975962d-b18a-48a6-9925-fecc6aaf7c59
LHE 41078,0.0,dis_b33bed15-9eba-49b1-a54e-f435920d4427
90804,0.0,dis_04dc4ffe-8909-41b6-a35a-ca0f90d75840
106006,0.0,dis_8c011e99-0fd7-4569-a760-9c1f73afaa09
90636,0.0,dis_b68e621d-1d23-4855-8727-8c88f4b893bb
6500,0.0,dis_188a0cd3-2a78-47c0-93ea-4173742d9f90
Lhe-C 52021,0.0,dis_f08af9a3-a588-4793-868e-ccc8a5544248
R-LHE-103735!,0.0,dis_21429a55-1185-41ae-a101-a6c77e794d68
103182,0.0,dis_b331fd34-57d5-4179-ae79-68f5058f2ed9
C-MUX-100494,0.0,dis_ea6395ae-74f8-4d4f-97ea-be6f131949e9
100246805,0.0,dis_f12555a6-2a56-4ab1-b00c-3ee7db401c08
C-HDD-45292,0.0,dis_3de3a73d-f28a-44f0-899f-9eb45d02a320
90610,0.0,dis_be682c41-47bc-4229-b4f4-725fa38564f9
Isb-c-104133,0.0,dis_76ccde92-e5f1-488f-9f7d-f7129224e133
9896,0.0,dis_1b6b3ef1-b8ba-48dc-b2e9-6da41dbf9ebc
90119,0.0,dis_8fad470a-7453-4a41-a6d9-151abd0bdc18
R-KHW-90111,0.0,dis_9bb4669f-ea0d-4927-b5bc-2e9c40db1f97
20261,0.0,dis_733898c3-7663-4510-8e72-edc1368c63b8
C-uet_43234,0.0,dis_8d4beb51-9fbd-41de-831c-ddff6ffcc24b
C-MUX-2535,0.0,dis_56533802-3379-4b41-8172-2376415b9f29
c-mux-45365,0.0,dis_d041325c-c585-4c1e-b10f-35e27111f4d7
45484,0.0,dis_8a4c85a6-75b9-47e6-a388-a40a428b9d1b
R-FSD-58130,1000.0,dis_950d6427-7cb8-44ef-80a6-1752a68f941e
90634,0.0,dis_29c97d70-f87a-4b93-95e3-949aa77a95fc
kHW-90120,0.0,dis_81349e1e-b0bf-434f-a406-39cf6584f55b
290,0.0,dis_1a2a871b-14cd-43ac-a4b0-410584ce5b93
C-MUX-51677,0.0,dis_efe36a47-b7be-4b53-9d23-356c2595c898
R-HDD-90209-X06203,0.0,dis_ca76993c-8a6c-4fca-920d-66f6950804e3
R-103182,0.0,dis_7e356459-27bd-4161-8129-7fc2641fc7a5
5022474,0.0,dis_31788f52-8a42-48a7-a556-91115bc472fb
80326,0.0,dis_cd482116-9e1e-4f95-bffc-b4a3c5e0bb52
C-FSD-51374,0.0,dis_9f3abde6-d70e-415d-b979-8ecd3ce713e6
KHW-90120,0.0,dis_c72ccb43-26ec-42c9-af66-934ccd303ef2
r skz 106980,0.0,dis_ab77c2b5-e2f1-4b7c-a4e1-4f98a8b033a9
106612,0.0,dis_b883e9df-9e4e-4f70-95ad-019f19e310c0
R-Guj-104007,0.0,dis_dbbf700f-3137-4039-b5c2-8fda9459f352
someonesay,0.0,dis_931cf0d4-da55-4050-acda-8f34371ee512
begood,0.0,dis_a8596340-b630-41ee-b403-39daf3cbcee9
r skz 4414,0.0,dis_81f6c29c-05ed-420a-b515-81e1b1abf1e2
rwp-c103590,0.0,dis_dba2abf2-7b43-4fb0-bab8-e04938f32b33
4037,0.0,dis_c822c49c-dd0b-4a91-a64a-c410a1c9abc1
C-KHIW-43409,1000.0,dis_139b2bbf-12dc-4933-a2d2-45cef49c6f84
3722,0.0,dis_b1caaa5b-9fd6-416c-8a2a-577a3efe151f
R HDD 105008,0.0,dis_232071cf-44dd-41ef-a691-d3b375f3cc84
C-mux-44039,0.0,dis_c0061d75-0ad7-4d87-8052-9019113fe4b7
C-LHE-3722,0.0,dis_9ee97c06-31eb-4210-9733-f0f9ab1d61cb
C-KHIW-30274,1000.0,dis_fa708ad5-34f1-45f5-9867-83de0fbb7386
R-fsd-104419,0.0,dis_85a11c26-ffc8-424c-badd-cfcfeaabcb17
r-guj-105250,0.0,dis_df843af2-0ca6-4159-84ac-2a761d29b36f
HDD-C-45292,0.0,dis_8fc865f2-ea6c-4a5a-94dd-02f5a95d4438
100223990,0.0,dis_513006d9-c1e3-4d85-a119-ea7553fc750e
R-uet-50615,0.0,dis_a700d937-1982-4464-b1a1-26f408608dff
r-fsd-104419,0.0,dis_93a5ce71-c847-4111-b478-471f51aff254
\N,3.23,dis_d6270ed1-2e8a-4ebd-88fe-5cb903bcb210
\N,1.77,dis_c78e6a2e-c7b3-4210-9e43-ef419fcdb429
4918,0.0,dis_7a2c0d0c-5596-4d29-a20c-97e4b9d642ac
MUX-R-100309,0.0,dis_9f516a54-2a47-461e-8b17-63081381b0cc
cISB30555,0.0,dis_92b3dd3f-27c3-4fd9-8d7d-a7c102787c43
C-ISB-107565,0.0,dis_7c4606ef-dcf0-462f-87e9-03c9f4f24e14
C-LHW-7348,0.0,dis_fe5bbc2c-6086-438a-ba43-2ab3389eeb07
C SKZ 105944,0.0,dis_cda8b621-dc75-4ee1-b2a4-96d882de7f3e
C-KHE-80109,0.0,dis_eca51133-d4c8-42e9-b355-3a06970e0a30
R-Skz104411,0.0,dis_d3eeeeb6-7da8-4b50-bcb3-49e2c2d70085
90634071,0.0,dis_08835e9d-0eb5-4c41-8383-2e49206939a2
C-ISB-107546,0.0,dis_3ab41575-bf25-4bb8-a1d3-086b214d4312
C-ISB-107192,0.0,dis_ed5ebed5-14b8-45b7-b101-f4660400ea90
SEP16_P83B4,0.0,dis_fce69798-0be2-495c-ad44-520d8346f6a7
100166,0.0,dis_7ad753d5-4b5c-411d-a190-04476f46cd18
c-isb-44028,0.0,dis_1831b0d1-fbc0-4455-96c8-b38de0ea7a47
LHE 50181,0.0,dis_4d4f95b9-7a06-447b-804e-f85122a0465e
C-PEW--33480,0.0,dis_1077787f-a2d1-4866-bbd8-89ffae3e1ecd
C-KHS-107420,0.0,dis_839fff66-fbac-49f8-a584-52b3c45ddcc4
103394,0.0,dis_baa82419-fe70-4a6c-80ec-68f0cdfb4fa7
100246472,0.0,dis_3431d6a8-8826-4d40-bc93-f597fbcd44fe
c/mux/45346,0.0,dis_0ab42273-91e5-403a-a1e9-9f8009a4d364
C-KHIC-43409,0.0,dis_8125fcf8-33c3-47d0-840c-5f91b542744e
Abdul,0.0,dis_07fc6876-db01-49f5-b09a-1c7561b5ea13
122,0.0,dis_6f6f9d1f-87ae-4069-87f8-14ee3861404c
C-lhc 104902,0.0,dis_ba3350b7-7367-4c6b-b119-99a665502f1d
Mania1000,0.0,dis_e1f8adb9-a431-4539-b0c7-4c1f97c3ee1a
\N,531.32,dis_102fa366-34dd-4705-b04a-c1b3b089db7b
\N,468.68,dis_5051fd78-0017-426a-a9e8-2930948780e0
4321,0.0,dis_a52d345d-e088-436f-b6fb-b1e8b5a31597
R-KHS-103982,1000.0,dis_0d9b27a7-1dd7-4627-90ee-e8804e96144a
R-MUX-6596,1000.0,dis_9aa18bcf-887b-4aa3-b8ba-45887705209b
Bf200c_,0.0,dis_bcfb82aa-5232-4f5f-9a5d-05ac5fdf9f4d
C-FSD-41038,0.0,dis_eae27f82-30e9-444b-b653-d2c353492ad0
c-uet-43135,0.0,dis_c6698cf4-5311-4c44-ad43-b06f7ae3c147
c-fsd-50637,0.0,dis_940db376-7ad9-43bf-80e6-de8a585c6144
FSD-C-6948,0.0,dis_a8c07e0a-9371-486f-8545-434de3e4a7aa
107435,0.0,dis_c80a2299-1df6-4e62-9bb1-341465549a75
R-KHC-58112,0.0,dis_068c219d-ae4b-4d4b-8151-e266bcf456b9
C-MUX-105335,0.0,dis_fd15523a-bdc4-42fa-9e31-0693f577a6cf
C-MUX-80765,0.0,dis_9a360fb4-e751-4d31-80bb-90807c758dbe
C-FSD-48098,0.0,dis_9cd41a11-f017-4a0d-8112-d514720b5d8e
R-GUJ-80927,0.0,dis_9556fd5b-c380-4b3d-bad3-721d0860f2c9
Diplo,0.0,dis_2b181c86-dda9-4de5-8d04-fa826d605537
58179,0.0,dis_97edc021-1bf6-4ee6-a001-28ebcaae030c
102550,0.0,dis_0e130540-8d49-4cc8-afad-812f9ba71103
R SKZ  4414,0.0,dis_bfc11410-e88f-42ca-8d23-8bba41fdae24
rskz4414,0.0,dis_67613adf-1b17-4dd5-a2f6-46c5d1e0671b
52352,0.0,dis_9a3caad9-ef36-4f34-af3d-0154350b0e72
C-MUX34745,0.0,dis_74843a5a-cf1e-4855-aa4e-5c2fa2f05817
C RWP 31924,0.0,dis_eb20f5ff-153c-4516-8d7c-d07c6f899cf8
cc-isb-84633,0.0,dis_dd33a9e2-804c-4dae-a3bb-5aa97b54cd3b
cc-isb-84759,0.0,dis_38cf1793-f021-4ba7-8a6b-ae3b30d431d1
cc-isb-102715,0.0,dis_848f72f8-5f71-4f76-9cac-f783052ea131
BX-3,0.0,dis_24f02cc3-101c-4599-b732-03f752d40115
cc-isb-105153,0.0,dis_aa4db89c-22cf-4b53-b162-2ccc6610ec51
cc-isb-102714,0.0,dis_2b2e50c7-beb1-47e9-a834-02a46566720c
cc-isb-84674,0.0,dis_da66f642-9b20-4680-954c-ec212f347034
cc-isb-106987,0.0,dis_f7870470-5979-4260-8d69-1824943d0e37
cc-isb-84628,0.0,dis_12e9fdd3-512e-4251-a369-4b277c3f99da
cc-isb-84634,0.0,dis_8853df5d-87c6-4296-b2e0-44fe48b5b8bb
C-KHS-32503,0.0,dis_7c3b2ebf-f852-4f2e-83ce-8ec3f81950c7
cc-isb-102728,0.0,dis_9a4f6744-9db0-4c94-89b7-498052da938e
C HDD 80235,0.0,dis_e19fd005-651c-432a-9902-2c614ce43243
c-uet-100556,0.0,dis_9c22f303-12e5-4567-aa83-5b94659da3f8
C-MUX-47428,0.0,dis_1f8371e1-8df0-4592-9633-c387b84984cb
LHE 90619,0.0,dis_506ad18e-cdf3-42d4-9421-c26ce0799fd1
C-MUX 34745,0.0,dis_ed6941d4-64ea-4a3f-accf-2166b137049c
100251084,0.0,dis_0414dce9-97cb-452c-903e-7f2ed13021db
LHW- 101983,0.0,dis_ea162886-6844-4b0c-bce6-63bbd4066401
C-UET-33328,0.0,dis_1847eeda-4888-4ff0-9033-5ef933733078
C-UET-100794,0.0,dis_ceb27917-980d-4401-aa1f-27e647b823df
MUX100375,0.0,dis_014b1d2b-efa1-4715-9108-5dcac70857ab
C-HDD-100832,0.0,dis_6e7df013-14aa-4f07-bb03-cc83118fb9d9
30479,0.0,dis_1f63fb94-28dc-4966-8751-85ff6fd9302e
C-mux106687,0.0,dis_4f54fe25-02eb-4701-9789-334efa5ab39c
C-RW9-31924,0.0,dis_9d223d59-1a22-4c2b-8297-bdef875412e9
C-ISB-30199,0.0,dis_e1e306ae-82a8-4e1a-86f8-d6fc99f7f988
C-FSD-106874,0.0,dis_6daf56fe-f22e-456b-acaa-b06749b2eccf
cC-RWP-30015,0.0,dis_181c0581-97d3-43e9-ba70-3593f14bea11
LHC-100133,0.0,dis_cc8bf539-4446-4c5e-b396-72735c41b42d
khc-51540,0.0,dis_43731e68-4d66-4095-b3fe-1f8111ddd05f
70908,0.0,dis_fb3bd52e-9461-4162-8779-c07f59d90dd3
C-KHS-105197,0.0,dis_3121e379-2bc3-4d59-8974-6fddec2580a2
KHE 43130,0.0,dis_811494c4-7e78-4913-9a01-968c681c7e5e
C-RWP-47944,0.0,dis_f9763e0b-7baf-4a31-a14b-3eb73db6d686
103599,0.0,dis_1377d5d1-d980-47ed-9a0f-c01c342417c4
Rwp_90906,0.0,dis_571720f8-4c08-4c8f-8b97-527e838fc4bb
R-ISB-90914,0.0,dis_07cf5fd4-de8b-46d6-a8f9-2ee3f69d53d8
SKZ70303,0.0,dis_77cb4f7b-6ead-42f8-b074-c6db6831f017
30667,0.0,dis_a0306d07-d0b4-4ae9-b59e-876add902edb
R-KHE-52090,0.0,dis_088a4e87-0c1e-439a-b2f2-90da765b8722
5784678,0.0,dis_5425052e-f414-49c7-a436-1a4d70f94f4b
R-HDD14148,0.0,dis_af10163a-e48b-4077-a892-ab5fd6e1f0db
51202,0.0,dis_8c2e841e-a41d-4a45-afed-3c07c619f482
c-mux-57419,0.0,dis_ab600d16-6b9a-49b3-a539-e571d6dd1570
5840,0.0,dis_8d9808d5-87a5-4ddf-af65-b168cbfebf32
CMUX16282,0.0,dis_2debdc87-f0a0-4bcf-9f12-e43a1529c498
CHDD80203,0.0,dis_86ec2553-a552-480d-976c-db4484986c33
\N,39.68,dis_eca000b5-e1ff-4109-b8f1-5852102d1144
\N,160.32,dis_e28f6ed7-a2e3-4183-a36c-e6d219b3ae08
MUX107099,0.0,dis_44ac83aa-3621-4085-890a-d570ee9e4a3e
77216275545,0.0,dis_c58d5f7d-4c2c-409e-a45b-da8753afe7a7
R SKZ 70325,0.0,dis_538f0c35-9002-4fb8-952b-9726458e0c40
c-pew-41424,0.0,dis_1ec7e69b-e881-4d24-a9f9-22736ba60227
40271,0.0,dis_9704dfe2-292d-42c1-bb20-8ef5d83b1d3c
46163,0.0,dis_dd83c850-ec5d-447d-b6d7-c98f7dc2a685
107092,0.0,dis_8e628829-6f86-4dde-8e4f-54a2310b8d3f
Kwii5 32154,0.0,dis_c90f0c99-61b3-4e3b-b6e9-e29cd8ed4590
102408,0.0,dis_c93ffc3a-ee56-4640-b5b7-c7bbe0636a28
c/fsd5956,0.0,dis_dc5108f8-10fc-4064-9121-ef266139f5fc
C-MUX-103394,0.0,dis_ac02c560-b135-4c1d-aea0-ed30844402df
ahsan,0.0,dis_f64d0b9a-1b76-465a-89fd-98d0257351a2
cmux33202,0.0,dis_d8e52be2-d739-4cbd-a8ea-46c40e588f98
R-LHE-107189,0.0,dis_de7e6162-27ca-40e6-8207-4a21aa6bf3b7
ZEES008,0.0,dis_8a7d662c-9b4d-4908-a1db-f517b4f7ffd1
R-LHW- 104417,0.0,dis_068996ea-6f65-4356-9399-71e025cadf4c
C-ISB-104477,0.0,dis_c2101d31-1e47-4b4e-a25c-080caaa1a122
C-HDD-43388,0.0,dis_a6fc2d5d-d78e-4aa3-a631-614203da6ff7
CMux106502,0.0,dis_fa243819-7833-4ba6-a516-8756886ff31e
C-lhc 103204,0.0,dis_5d6a0463-8421-4b15-85e5-1313ba7a25a0
Zee123,0.0,dis_0c4b7647-23a9-4766-9ae8-b874bd3300da
Zee1234,0.0,dis_0db45ff5-e56d-4fe4-a151-31b277bd6422
44,0.0,dis_c45f6820-6aaf-4ceb-b75e-c355a7416599
CSKZ-43603,0.0,dis_223ff662-af83-474f-ba00-aaa5577f51d7
cisb40310,0.0,dis_6ab18dd0-372c-44f2-9239-576d73db364e
LHE-50181,0.0,dis_09686d2f-1997-42d4-9d45-befa42c9774c
C-FSD-100989,0.0,dis_cb9e6e8b-42b1-426f-b530-7418aeaa8639
C-KHW-30274,0.0,dis_b9a669d4-d66f-4022-9166-8dfae91d37c6
isb. 104467,0.0,dis_35125431-8a02-4547-9f4a-bb0158a8b446
c-isb 106989,0.0,dis_34090767-0605-41dd-bb00-291aee75001a
c-mux-20260,0.0,dis_41c6181f-9964-47d6-9d25-5a9bdf731572
C-RWP-101255,0.0,dis_e2bc36e0-feb4-4f16-8244-e173820e0b20
LHW-R-104417,0.0,dis_1b5165bc-792d-4796-b25c-96a1776c2fb6
3028538720,0.0,dis_24feef1e-211a-4fac-880e-0745ed339f02
LHE 7248,0.0,dis_bd233a3f-5734-4a59-9eab-3d9324684d3e
sdsdfdd,0.0,dis_765308ce-b132-4716-a59b-359980e5229d
testbooking,0.0,dis_e91b61a9-e5c0-4037-a7c0-013dabf69572
testbook,0.0,dis_710675b6-47f0-45ea-87f6-3e4f33dd2630
56207,0.0,dis_b48da25a-5ada-4c3c-bfc6-22f8e802a962
C-HDD-30071,0.0,dis_bef95897-6f3c-4e73-9c96-7f7eefc80ee4
R-SKZ 80313,0.0,dis_87ea55b8-6920-4048-a2de-691c0aa8400e
r- skz 80313,0.0,dis_7433ce41-bef7-4c82-b3c9-8bc2546e9197
C lhe 41938,0.0,dis_d3ac898d-9f83-4938-999f-71db58f4db2e
102814,0.0,dis_0462c077-a4ae-443f-96ee-1c60946c3307
test,0.0,dis_940281ce-71fb-4c94-a13b-940b8c120677
100249869,0.0,dis_dd5ced9e-c894-4a62-a331-dc76c4005fc1
R-SKZ 70315,0.0,dis_a55327cf-c1b3-405f-b658-8911ea37e673
C-FSD-104097,0.0,dis_8b6f2479-41ba-4db9-a856-861422a82898
R 80202,0.0,dis_bab94ceb-fa0e-4f67-8857-493ee4d46e9f
R-LHW-104138h,0.0,dis_13b083ec-a799-4e7d-baca-0684ace4cc23
57423,0.0,dis_b89727ac-10fb-4fa2-ba50-b2ed61bb1c0b
C-FSD-100793,0.0,dis_e71e368a-742a-40d7-af4e-088788538d40
\N,141.27,dis_e74d2b4a-2438-4928-bb38-db4c71da4a80
\N,58.73,dis_7e97bebd-a53e-4a9c-9734-60d3165c9976
